,song,artist,danceability,energy,speechiness,instrumentalness,tempo,valence,hit
8008,Get Busy,Sean Paul,0.735,0.824,0.036,0.0,100.202,0.726,1
8009,Simply Being Loved (Somnambulist),BT,0.641,0.823,0.0333,3.01e-06,135.974,0.519,0
8010,Love At 1st Sight,Mary J. Blige Featuring Method Man,0.791,0.631,0.0809,4.67e-05,102.493,0.441,1
8011,So Gone,Monica,0.618,0.552,0.0981,0.0,81.975,0.586,1
8012,Intuition,Jewel,0.718,0.798,0.0586,0.00632,100.03,0.814,1
8013,Send The Pain Below,Chevelle,0.468,0.851,0.0398,0.00483,92.079,0.293,0
8014,Just Because,Jane's Addiction,0.369,0.996,0.0931,0.14,98.162,0.209,0
8015,Roun' The Globe,Nappy Roots,0.813,0.781,0.0427,5.66e-06,108.981,0.452,0
8016,99.9% Sure (I've Never Been Here Before),Brian McComas,0.606,0.959,0.0522,0.0,116.014,0.734,0
8017,My Front Porch Looking In,Lonestar,0.529,0.811,0.0511,0.0,102.703,0.454,1
8018,Beer For My Horses,Toby Keith Duet With Willie Nelson,0.671,0.621,0.0285,0.0814,119.096,0.703,1
8019,I Wish I Wasn't,Heather Headley,0.74,0.434,0.0443,0.0,111.912,0.333,0
8020,She Only Smokes When She Drinks,Joe Nichols,0.639,0.457,0.029,0.000147,77.976,0.199,0
8021,Na Na Na,112 Featuring Super Cat,0.827,0.655,0.141,0.00122,99.04,0.894,0
8022,Breathe,Blu Cantrell Featuring Sean Paul,0.803,0.666,0.0323,0.0,91.924,0.488,0
8023,Like A Pimp,David Banner Featuring Lil' Flip,0.844,0.846,0.176,0.0,144.079,0.91,1
8024,Stay Gone,Jimmy Wayne,0.52,0.515,0.0276,0.0,142.086,0.193,1
8025,Flying Without Wings,Ruben Studdard,0.498,0.493,0.0369,0.0,146.049,0.222,1
8026,Feelin' Freaky,Nick Cannon Featuring B2K,0.768,0.69,0.039,0.0,118.561,0.241,0
8027,Almost Home,Craig Morgan,0.525,0.481,0.0251,0.0,75.974,0.237,0
8028,Cop That Sh#!,Timbaland & Magoo Featuring Missy Elliott,0.62,0.73,0.373,6.73e-05,201.995,0.664,0
8029,"Swing, Swing",The All-American Rejects,0.553,0.717,0.0318,0.128,127.947,0.318,0
8030,Stupid Girl,Cold,0.43,0.868,0.0639,0.000389,138.807,0.164,0
8031,21 Questions,50 Cent Featuring Nate Dogg,0.489,0.499,0.0815,0.78,92.343,0.926,1
8032,Ignition,R. Kelly,0.795,0.523,0.0423,0.0,133.024,0.855,1
8033,Don't Wanna Try,Frankie J,0.655,0.433,0.0348,0.0,130.127,0.199,1
8034,Fighter,Christina Aguilera,0.435,0.92,0.201,0.000353,188.899,0.45,1
8035,What The World Needs,Wynonna,0.503,0.838,0.0574,0.0,169.997,0.546,0
8036,Pump It Up,Joe Budden,0.484,0.847,0.349,0.0,105.048,0.67,1
8037,I Know What You Want,Busta Rhymes & Mariah Carey Featuring The Flipmode Squad,0.648,0.759,0.306,0.0,85.996,0.518,1
8038,Rock Your Body,Justin Timberlake,0.892,0.714,0.141,0.000234,100.972,0.817,1
8039,If You're Not The One,Daniel Bedingfield,0.687,0.537,0.0305,0.0,120.023,0.264,1
8040,Never Scared,Bone Crusher Featuring Killer Mike & T.I.,0.586,0.927,0.194,1.85e-06,73.023,0.528,1
8041,Love You Out Loud,Rascal Flatts,0.621,0.874,0.0338,0.0,97.079,0.712,1
8042,Three Wooden Crosses,Randy Travis,0.523,0.501,0.0366,0.0,158.179,0.391,1
8043,Still Ballin,2Pac Featuring Trick Daddy,0.941,0.721,0.155,0.0,99.042,0.707,0
8044,I'm Glad,Jennifer Lopez,0.741,0.575,0.0556,0.131,93.992,0.346,1
8045,Snake,R. Kelly Featuring Big Tigger,0.894,0.759,0.314,0.0,113.819,0.48,1
8046,What Would You Do?,The Isley Brothers Featuring Ronald Isley,0.753,0.41,0.0706,0.0,124.986,0.671,1
8047,Act A Fool,Ludacris,0.573,0.906,0.325,0.0,110.64,0.775,1
8048,Can't Let You Go,Fabolous Featuring Mike Shorey & Lil' Mo,0.646,0.6,0.458,0.0,192.082,0.811,1
8049,No Letting Go,Wayne Wonder,0.496,0.819,0.0444,0.000215,100.215,0.317,1
8050,Big Yellow Taxi,Counting Crows Featuring Vanessa Carlton,0.678,0.866,0.048,0.0,88.041,0.842,1
8051,Say Yes,Floetry,0.747,0.398,0.0743,1.42e-06,117.901,0.428,1
8052,The Love Song,Jeff Bates,0.519,0.458,0.0296,0.0,130.02,0.362,0
8053,In Love Wit Chu,Da Brat Featuring Cherish,0.688,0.761,0.264,0.0,95.009,0.781,1
8054,What A Beautiful Day,Chris Cagle,0.576,0.814,0.0363,1.35e-06,98.024,0.766,1
8055,In Da Club,50 Cent,0.902,0.72,0.347,0.0,90.059,0.805,1
8056,Put That Woman First,Jaheim,0.649,0.536,0.132,0.0,78.935,0.513,1
8057,Speed,Montgomery Gentry,0.587,0.694,0.0295,1.04e-06,87.971,0.325,1
8058,I Believe,Diamond Rio,0.41,0.234,0.0322,0.0,122.022,0.153,1
8059,The Truth About Men,Tracy Byrd,0.648,0.777,0.0323,0.0,145.889,0.895,0
8060,4 Ever,Lil' Mo Featuring Fabolous,0.683,0.657,0.099,4.49e-05,99.059,0.764,1
8061,Tell Me Something Bad About Tulsa,George Strait,0.6,0.423,0.0264,0.00213,129.581,0.278,0
8062,Sing For The Moment,Eminem,0.668,0.824,0.137,3.05e-06,163.961,0.185,1
8063,Somewhere I Belong,Linkin Park,0.451,0.951,0.0645,2.39e-06,162.065,0.442,1
8064,Feel Good Time,P!nk Featuring William Orbit,0.558,0.823,0.132,9.45e-05,138.376,0.564,0
8065,Have You Forgotten?,Darryl Worley,0.478,0.625,0.0341,0.0,160.196,0.343,1
8066,I Love You,Dru Hill,0.37,0.676,0.0652,0.0,124.071,0.567,0
8067,Stuck,Stacie Orrico,0.377,0.904,0.307,0.0,200.566,0.595,0
8068,Picture,Kid Rock Featuring Sheryl Crow Or Allison Moorer,0.692,0.496,0.0241,6.42e-06,97.945,0.376,1
8069,Times Like These,Foo Fighters,0.376,0.908,0.0879,1.4e-05,144.581,0.266,0
8070,Try It On My Own,Whitney Houston,0.544,0.593,0.0362,6.75e-06,135.877,0.139,0
8071,Raining On Sunday,Keith Urban,0.568,0.723,0.0302,0.0,134.001,0.449,1
8072,Concrete Angel,Martina McBride,0.622,0.392,0.0253,0.0,77.991,0.274,1
8073,Tal Vez,Ricky Martin,0.512,0.615,0.0319,0.0,115.884,0.193,0
8074,Like A Stone,Audioslave,0.614,0.568,0.0276,0.0,107.849,0.516,1
8075,She's My Kind Of Rain,Tim McGraw,0.472,0.588,0.0254,0.0,75.999,0.314,1
8076,I Can,Nas,0.681,0.373,0.0568,0.00113,123.423,0.623,1
8077,Big Star,Kenny Chesney,0.655,0.807,0.0309,2.42e-05,120.781,0.73,1
8078,Hell Yeah,Ginuwine Featuring Baby,0.631,0.714,0.355,0.0,87.98,0.653,1
8079,Clocks,Coldplay,0.577,0.749,0.0279,0.0115,130.97,0.255,1
8080,God Bless The U.S.A.,American Idol Finalists,0.463,0.514,0.0252,0.0282,144.135,0.145,1
8081,Beware Of The Boys (Mundian To Bach Ke),Panjabi MC Featuring Jay-Z,0.776,0.883,0.0375,0.724,98.05,0.928,1
8082,Price To Play,Staind,0.41,0.922,0.0499,0.000343,109.511,0.327,0
8083,How You Gonna Act Like That,Tyrese,0.733,0.521,0.0457,0.0,112.913,0.525,1
8084,Beautiful,Snoop Dogg Featuring Pharrell & Uncle Charlie Wilson,0.891,0.746,0.134,0.0,101.007,0.962,1
8085,Miss You,Aaliyah,0.678,0.338,0.0319,0.0,109.888,0.502,1
8086,The Jump Off,Lil' Kim Featuring Mr. Cheeks,0.837,0.736,0.378,0.0,104.907,0.905,1
8087,That'd Be Alright,Alan Jackson,0.675,0.734,0.0268,0.0,134.263,0.886,1
8088,How You Want That,Loon Featuring Kelis,0.895,0.827,0.0598,0.000951,101.2,0.899,0
8089,Emotional Rollercoaster,Vivian Green,0.692,0.565,0.0957,0.0,122.934,0.511,1
8090,Excuse Me Miss,JAY-Z,0.714,0.862,0.286,0.0,92.849,0.887,1
8091,Can't Stop,Red Hot Chili Peppers,0.618,0.938,0.0456,0.0,91.455,0.875,0
8092,Flipside,Freeway Featuring Peedi Crakk,0.768,0.968,0.36,0.0,99.847,0.676,0
8093,Angel,Amanda Perez,0.631,0.496,0.0598,1.01e-06,143.735,0.365,1
8094,The Game Of Love,Santana Featuring Michelle Branch,0.59,0.929,0.0478,0.000153,119.818,0.674,1
8095,Can't Stop Loving You,Phil Collins,0.604,0.778,0.0259,1.33e-05,100.155,0.419,0
8096,Make Me A Song,Kiley Dean,0.633,0.596,0.0308,0.000425,90.021,0.336,0
8097,I'm With You,Avril Lavigne,0.457,0.406,0.0291,0.0,151.95,0.208,1
8098,Brokenheartsville,Joe Nichols,0.686,0.631,0.0232,0.000183,103.953,0.509,1
8099,The Anthem,Good Charlotte,0.494,0.939,0.126,0.0,177.751,0.893,1
8100,Straight Out Of Line,Godsmack,0.245,0.96,0.175,0.00268,184.042,0.372,0
8101,Peacekeeper,Fleetwood Mac,0.604,0.759,0.0317,1.38e-05,127.208,0.671,0
8102,P***ycat,"Missy ""Misdemeanor"" Elliott",0.884,0.677,0.283,0.0,101.868,0.584,0
8103,Losing Grip,Avril Lavigne,0.534,0.888,0.0972,6.15e-06,158.368,0.582,0
8104,Girlfriend,B2K,0.675,0.538,0.199,0.0,89.861,0.538,1
8105,Get By,Talib Kweli,0.662,0.928,0.377,0.0,90.509,0.775,0
8106,Step Daddy,Hitman Sammy Sam,0.93,0.773,0.0457,0.000481,118.997,0.348,0
8107,Beautiful,Christina Aguilera,0.456,0.573,0.0275,3.05e-06,76.19,0.0992,1
8108,American Life,Madonna,0.787,0.583,0.176,0.0,101.96,0.706,1
8109,Pimp Juice,Nelly,0.813,0.658,0.0714,0.000138,74.432,0.571,0
8110,Girl All The Bad Guys Want,Bowling For Soup,0.582,0.829,0.0465,0.0,130.969,0.867,0
8111,Your Body Is A Wonderland,John Mayer,0.647,0.729,0.0236,0.0489,94.01,0.687,1
8112,All I Have,Jennifer Lopez Featuring LL Cool J,0.768,0.342,0.0438,0.086,83.053,0.84,1
8113,Man To Man,Gary Allan,0.59,0.867,0.0397,6.42e-06,111.655,0.6,1
8114,Superman,Eminem,0.802,0.755,0.0564,0.0,130.027,0.58,1
8115,All The Things She Said,t.A.T.u.,0.603,0.834,0.0417,0.00609,89.957,0.376,1
8116,Mesmerize,Ja Rule Featuring Ashanti,0.764,0.648,0.206,0.0,90.1,0.391,1
8117,Gossip Folks,"Missy ""Misdemeanor"" Elliott Featuring Ludacris",0.707,0.538,0.505,0.0,121.732,0.439,1
8118,No One Knows,Queens Of The Stone Age,0.507,0.588,0.0641,0.000129,170.889,0.637,0
8119,Fine Again,Seether,0.442,0.855,0.0288,0.0137,175.543,0.363,0
8120,No One's Gonna Change You,Reina,0.66,0.767,0.0339,0.00101,132.984,0.594,0
8121,I Drove All Night,Celine Dion,0.566,0.912,0.0629,0.0,134.994,0.644,1
8122,Cry Me A River,Justin Timberlake,0.624,0.654,0.183,0.0,73.898,0.564,1
8123,Soldier's Heart,R. Kelly,0.722,0.283,0.465,0.0,119.826,0.617,0
8124,I'd Do Anything,Simple Plan,0.395,0.917,0.133,0.0,169.088,0.563,0
8125,Running,No Doubt,0.691,0.61,0.0275,2.38e-05,113.127,0.363,0
8126,Don't Know Why,Norah Jones,0.745,0.219,0.0276,1.8e-05,88.609,0.635,1
8127,Sick Of Being Lonely,Field Mob,0.692,0.921,0.105,2.05e-05,173.837,0.856,1
8128,"Bump, Bump, Bump",B2K & P. Diddy,0.833,0.681,0.215,0.0,95.48,0.887,1
8129,What Happened To That Boy,Baby Featuring Clipse,0.764,0.873,0.291,0.000363,93.073,0.719,1
8130,Blowin' Me Up (With Her Love),JC Chasez,0.785,0.783,0.187,0.00454,98.132,0.592,1
8131,Always,Saliva,0.363,0.906,0.0615,0.0,181.964,0.371,0
8132,Don't Dream It's Over,Sixpence None The Richer,0.549,0.651,0.0265,6.95e-05,80.934,0.444,0
8133,Lifestyles Of The Rich And Famous,Good Charlotte,0.62,0.93,0.0374,0.0,106.22,0.609,1
8134,Damaged,TLC,0.677,0.92,0.0304,5.08e-05,95.006,0.711,0
8135,Thugz Mansion,2Pac,0.731,0.417,0.168,0.0,88.161,0.704,1
8136,Tell Me (What's Goin' On),Smilez & Southstar,0.609,0.787,0.223,0.0,176.264,0.518,1
8137,The Baby,Blake Shelton,0.502,0.533,0.0263,0.0,86.406,0.281,1
8138,That Girl,Marques Houston,0.683,0.552,0.108,0.0,98.946,0.519,0
8139,Laundromat,Nivea,0.72,0.48,0.0567,0.0,127.993,0.67,0
8140,You Can't Hide Beautiful,Aaron Lines,0.448,0.572,0.0292,0.0,157.979,0.303,1
8141,Yeah Yeah U Know It,Keith Murray Featuring Def Squad,0.493,0.833,0.551,0.0,193.907,0.466,0
8142,Choppa Style,Choppa Featuring Master P,0.867,0.89,0.201,4.46e-06,99.998,0.503,0
8143,Wanksta,50 Cent,0.806,0.867,0.157,0.0,81.033,0.904,1
8144,Don't Mess With My Man,Nivea Featuring Brian & Brandon Casey,0.879,0.73,0.164,0.0,99.925,0.885,1
8145,The Red,Chevelle,0.509,0.843,0.0488,0.000803,140.055,0.332,0
8146,Rock You Baby,Toby Keith,0.519,0.57,0.029,0.0,154.093,0.17,0
8147,B R Right,Trina Featuring Ludacris,0.702,0.78,0.168,0.0,135.991,0.375,0
8148,A.D.I.D.A.S.,Killer Mike Featuring Big Boi,0.927,0.828,0.23,1.34e-06,93.024,0.682,0
8149,Landslide,Dixie Chicks,0.571,0.438,0.0279,1.56e-05,145.948,0.444,1
8150,19 Somethin',Mark Wills,0.58,0.816,0.0726,0.0,89.938,0.814,1
8151,All I Need,Fat Joe Featuring Tony Sunshine & Armageddon,0.52,0.915,0.238,0.0,170.677,0.583,0
8152,Travelin' Soldier,Dixie Chicks,0.569,0.365,0.0265,0.0,145.859,0.508,1
8153,Up!,Shania Twain,0.657,0.755,0.0374,0.0,125.974,0.707,0
8154,Can't Nobody,Kelly Rowland,0.797,0.791,0.177,0.0239,97.373,0.964,0
8155,'03 Bonnie & Clyde,Jay-Z Featuring Beyonce Knowles,0.759,0.678,0.314,0.0,89.64,0.327,1
8156,Fabulous,Jaheim Featuring Tha Rayne,0.657,0.464,0.0614,0.0,75.982,0.598,1
8157,Fall Into Me,Emerson Drive,0.501,0.813,0.0342,0.0,96.986,0.595,1
8158,The Wreckoning,Boomkat,0.607,0.914,0.0562,0.0,95.257,0.716,0
8159,Family Portrait,P!nk,0.65,0.685,0.139,3.56e-06,183.695,0.735,1
8160,Do That...,Baby Featuring P. Diddy,0.86,0.783,0.248,0.0,101.992,0.71,1
8161,Come Close To Me,Common Featuring Mary J. Blige,0.721,0.469,0.193,0.000111,86.811,0.694,0
8162,I Should Be...,Dru Hill,0.383,0.749,0.084,0.0,122.141,0.466,1
8163,Air Force Ones,"Nelly Featuring Kyjuan, Ali & Murphy Lee",0.784,0.459,0.317,0.0,164.062,0.618,1
8164,Underneath It All,No Doubt Featuring Lady Saw,0.729,0.731,0.0682,1.35e-06,138.204,0.838,1
8165,I Just Wanna Be Mad,Terri Clark,0.574,0.896,0.0393,0.0,99.974,0.731,1
8166,Make It Clap,Busta Rhymes Featuring Spliff Star,0.736,0.741,0.392,0.0,121.328,0.95,1
8167,Beautiful Goodbye,Jennifer Hanson,0.623,0.878,0.0372,0.00191,113.225,0.608,0
8168,Chrome,Trace Adkins,0.474,0.924,0.062,6.93e-06,179.746,0.774,0
8169,One Of Those Days,Whitney Houston,0.679,0.708,0.0818,0.0,91.983,0.82,0
8170,Paradise,LL Cool J Featuring Amerie,0.778,0.823,0.199,3.8e-05,97.885,0.856,1
8171,"Ma, I Don't Love Her",Clipse Featuring Faith Evans,0.802,0.757,0.271,0.0,97.181,0.922,0
8172,I Wish You'd Stay,Brad Paisley,0.472,0.29,0.0257,7.22e-05,93.694,0.0906,0
8173,She Hates Me,Puddle Of Mudd,0.58,0.748,0.0323,0.0,109.781,0.584,1
8174,All My Life,Foo Fighters,0.577,0.604,0.0495,0.000579,167.719,0.637,1
8175,In A Little While,Uncle Kracker,0.596,0.935,0.0741,0.0,205.984,0.912,0
8176,Something,Lasgo,0.644,0.981,0.0439,9.67e-05,140.012,0.379,1
8177,Made You Look,Nas,0.658,0.936,0.3,0.0,95.439,0.711,1
8178,Satisfaction,Eve,0.843,0.553,0.437,0.0,93.383,0.63,1
8179,Bother,Stone Sour,0.272,0.281,0.0287,2.29e-05,89.914,0.141,0
8180,Talkin' To Me,Amerie,0.744,0.406,0.0722,0.0,89.942,0.725,0
8181,Love Of My Life (An Ode To Hip Hop),Erykah Badu Featuring Common,0.618,0.413,0.398,0.000338,87.412,0.462,1
8182,Lose Yourself,Eminem,0.692,0.744,0.257,0.000423,171.374,0.0612,1
8183,Through The Rain,Mariah Carey,0.508,0.318,0.0365,0.0,122.04,0.141,0
8184,A Lot Of Things Different,Kenny Chesney,0.589,0.279,0.0285,0.0192,74.847,0.212,0
8185,What We Do,Freeway Featuring Jay-Z & Beanie Sigel,0.569,0.894,0.318,0.0,188.892,0.293,0
8186,I'd Rather,Luther Vandross,0.705,0.467,0.0298,0.0,119.938,0.522,0
8187,dontchange,Musiq,0.58,0.526,0.0313,0.0,101.89,0.2,1
8188,Disease,matchbox twenty,0.541,0.833,0.0583,0.0,115.052,0.84,1
8189,You Know You're Right,Nirvana,0.289,0.716,0.106,0.00123,168.049,0.344,1
8190,I'm Gonna Getcha Good!,Shania Twain,0.723,0.789,0.0302,0.0,124.013,0.946,1
8191,Breathe,Telepopmusik,0.684,0.684,0.0418,0.29,113.988,0.616,0
8192,Cochise,Audioslave,0.452,0.873,0.0613,0.0,80.473,0.433,0
8193,He Is,Heather Headley,0.609,0.767,0.176,0.0,75.027,0.624,0
8194,Jenny From The Block,Jennifer Lopez Featuring Styles & Jadakiss,0.847,0.754,0.193,4.49e-06,100.0,0.957,1
8195,Cry,Faith Hill,0.512,0.645,0.029,0.0,111.015,0.283,1
8196,Red Rag Top,Tim McGraw,0.484,0.463,0.0279,0.598,77.009,0.247,1
8197,Unusually Unusual,Lonestar,0.582,0.766,0.0398,0.0,147.338,0.548,0
8198,Take You Home,Angie Martinez Featuring Kelis,0.595,0.639,0.275,0.0,95.912,0.7,0
8199,She'll Leave You With A Smile,George Strait,0.635,0.6,0.0229,0.000198,97.983,0.516,1
8200,These Days,Rascal Flatts,0.587,0.778,0.0343,0.0,81.943,0.319,1
8201,Who's Your Daddy?,Toby Keith,0.684,0.872,0.0402,0.0289,126.381,0.849,1
8202,Spin,Lifehouse,0.467,0.893,0.0556,0.000147,134.772,0.328,0
8203,Thug Holiday,Trick Daddy Featuring LaTocha Scott,0.767,0.654,0.289,0.0,138.062,0.546,0
8204,Prayer,Disturbed,0.65,0.914,0.0716,1.23e-06,99.107,0.586,0
8205,Stole,Kelly Rowland,0.649,0.718,0.0594,4.26e-06,79.993,0.477,1
8206,Rock The Party,Benzino,0.843,0.871,0.142,0.0,101.03,0.723,0
8207,The Zephyr Song,Red Hot Chili Peppers,0.725,0.803,0.0337,3.66e-05,117.391,0.403,1
8208,My Town,Montgomery Gentry,0.511,0.846,0.0531,0.0,93.848,0.528,1
8209,Die Another Day,Madonna,0.792,0.797,0.0901,0.00325,123.993,0.491,1
8210,Hit The Freeway,Toni Braxton Featuring Loon,0.799,0.708,0.114,8.69e-06,96.954,0.82,0
8211,When The Last Time,Clipse,0.847,0.884,0.245,0.0,99.036,0.845,1
8212,A Moment Like This,Kelly Clarkson,0.414,0.572,0.0311,0.0,145.184,0.16,1
8213,Dirrty,Christina Aguilera Featuring Redman,0.64,0.889,0.322,0.0,99.931,0.436,1
8214,Come Into My World,Kylie Minogue,0.603,0.835,0.0282,0.149,124.994,0.822,0
8215,React,Erick Sermon Featuring Redman,0.584,0.894,0.429,0.0,94.383,0.786,1
8216,One Last Breath,Creed,0.386,0.677,0.0346,0.00366,126.602,0.195,1
8217,Gimme The Light,Sean Paul,0.778,0.761,0.0525,4.61e-05,107.288,0.923,1
8218,Dilemma,Nelly Featuring Kelly Rowland,0.654,0.439,0.265,9.92e-06,84.052,0.377,1
8219,Sk8er Boi,Avril Lavigne,0.487,0.9,0.0482,0.0,149.937,0.484,1
8220,Thug Lovin',Ja Rule Featuring Bobby Brown,0.769,0.685,0.177,0.0,93.043,0.771,1
8221,Girl Talk,TLC,0.882,0.671,0.126,0.0,95.018,0.34,1
8222,Luv U Better,LL Cool J,0.667,0.808,0.238,0.0,95.075,0.712,1
8223,Hey Ma,"Cam'Ron Featuring Juelz Santana, Freekey Zekey & Toya",0.764,0.669,0.363,5.09e-06,89.832,0.934,1
8224,Like I Love You,Justin Timberlake,0.853,0.811,0.0646,0.000307,114.964,0.9,1
8225,Goodbye To You,Michelle Branch,0.504,0.556,0.0263,0.000246,81.008,0.276,1
8226,From Tha Chuuuch To Da Palace,Snoop Dogg,0.799,0.679,0.246,0.0,96.957,0.648,0
8227,Single For The Rest Of My Life,Isyss,0.721,0.717,0.0394,0.00411,147.655,0.805,0
8228,I Care 4 U,Aaliyah,0.473,0.449,0.0474,0.000244,138.859,0.27,1
8229,Somewhere Out There,Our Lady Peace,0.388,0.746,0.0317,0.0,159.707,0.459,1
8230,These Are The Days,O-Town,0.598,0.627,0.038,0.0,119.991,0.432,0
8231,Every River,Brooks & Dunn,0.553,0.903,0.0807,0.000716,124.984,0.312,0
8232,Complicated,Avril Lavigne,0.585,0.776,0.0459,7.74e-06,77.987,0.427,1
8233,Somebody Like You,Keith Urban,0.624,0.84,0.0337,0.000546,111.02,0.656,1
8234,Aerials,System Of A Down,0.364,0.922,0.0567,0.0346,79.342,0.227,0
8235,Work In Progress,Alan Jackson,0.748,0.672,0.0487,6.39e-06,135.257,0.661,1
8236,Oh Yeah!,"Big Tymers Featuring Tateeze, Boo & Gotti",0.882,0.769,0.147,3.56e-06,98.002,0.529,1
8237,Po' Folks,Nappy Roots Featuring Anthony Hamilton,0.564,0.593,0.318,0.0,98.278,0.801,1
8238,Baby,Ashanti,0.567,0.58,0.223,5.37e-06,157.596,0.46,1
8239,Beautiful Mess,Diamond Rio,0.475,0.663,0.0359,0.0,177.44,0.475,1
8240,The Streets,WC Featuring Nate Dogg,0.92,0.811,0.117,0.0026,97.117,0.602,0
8241,Ordinary Day,Vanessa Carlton,0.371,0.666,0.0301,0.0,185.476,0.449,1
8242,Where Would You Be,Martina McBride,0.518,0.683,0.0337,1.95e-06,128.04,0.241,1
8243,Little Things,India.Arie,0.795,0.51,0.116,0.00132,92.965,0.559,0
8244,If I Could Go!,Angie Martinez Featuring Lil' Mo & Sacario,0.702,0.295,0.113,0.885,195.876,0.875,1
8245,Gotta Get Thru This,Daniel Bedingfield,0.837,0.765,0.0631,7.08e-05,133.57,0.912,1
8246,Stingy,Ginuwine,0.622,0.573,0.0547,0.0,127.132,0.617,1
8247,Cleanin' Out My Closet,Eminem,0.908,0.758,0.174,0.0,148.015,0.87,1
8248,Trade It All,Fabolous Featuring P. Diddy & Jagged Edge,0.801,0.795,0.185,0.0,96.72,0.782,1
8249,Gangsta Lovin',Eve Featuring Alicia Keys,0.723,0.84,0.0608,0.0,94.332,0.827,1
8250,A Thousand Miles,Vanessa Carlton,0.56,0.825,0.0379,0.0,94.931,0.268,1
8251,The Ketchup Song (Hey Hah),Las Ketchup,0.72,0.844,0.0412,0.00017,92.489,0.864,0
8252,Starry Eyed Surprise,Oakenfold Featuring Shifty Shellshock,0.721,0.794,0.132,0.00013,103.211,0.562,1
8253,Forgive,Rebecca Lynn Howard,0.612,0.461,0.0317,0.0,134.281,0.232,0
8254,Heaven,DJ Sammy & Yanou Featuring Do,0.571,0.953,0.0548,0.000606,137.965,0.601,1
8255,I Need A Girl (Part Two),"P. Diddy & Ginuwine Featuring Loon, Mario Winans & Tammy Ruggeri",0.713,0.471,0.483,0.0,199.764,0.779,1
8256,I Am Mine,Pearl Jam,0.323,0.728,0.0321,0.000447,161.586,0.489,1
8257,Crush Tonight,Fat Joe Featuring Ginuwine,0.598,0.711,0.434,0.0,91.627,0.87,0
8258,American Child,Phil Vassar,0.397,0.685,0.0277,0.0,168.121,0.443,1
8259,Good Times,Styles,0.697,0.761,0.302,0.0,81.728,0.666,1
8260,Braid My Hair,Mario,0.687,0.619,0.0533,0.0,134.037,0.449,0
8261,Flake,Jack Johnson,0.758,0.654,0.04,0.0197,97.657,0.962,0
8262,I Keep Looking,Sara Evans,0.741,0.774,0.0483,0.0,112.863,0.787,1
8263,Two Wrongs,Wyclef Jean Featuring Claudette Ortiz,0.638,0.622,0.152,0.0,83.008,0.432,1
8264,Burnin' Up,"Faith Evans Featuring Missy ""Misdemeanor"" Elliott",0.726,0.82,0.18,2.96e-06,98.051,0.894,0
8265,Why I Love You,B2K,0.698,0.618,0.0282,0.0,89.981,0.37,0
8266,Just Like A Pill,P!nk,0.689,0.774,0.0278,0.0,102.054,0.25,1
8267,Running Away,Hoobastank,0.514,0.819,0.0418,1.67e-06,100.4,0.488,1
8268,Ten Rounds With Jose Cuervo,Tracy Byrd,0.681,0.864,0.0347,0.0,127.079,0.931,1
8269,Unbroken,Tim McGraw,0.595,0.792,0.0286,0.0,119.8,0.536,1
8270,"Don't Say No, Just Say Yes",Avant,0.638,0.504,0.0242,9.1e-05,139.99,0.504,0
8271,Move B***h,Ludacris Featuring Mystikal & Infamous 2.0,0.777,0.764,0.141,0.0,177.868,0.174,1
8272,No Such Thing,John Mayer,0.668,0.739,0.0308,0.0,131.918,0.571,1
8273,Downfall,TRUSTcompany,0.31,0.94,0.106,2.21e-06,128.682,0.454,0
8274,The One You Love,Paulina Rubio,0.577,0.881,0.0393,0.0,91.885,0.678,0
8275,In Da Wind,Trick Daddy Featuring Cee-Lo & Big Boi,0.974,0.586,0.18,0.0,113.998,0.689,0
8276,Electrical Storm,U2,0.229,0.5,0.0312,0.000248,96.022,0.185,0
8277,Nothin',N.O.R.E.,0.791,0.863,0.151,1.13e-06,97.035,0.742,1
8278,Happy,Ashanti,0.727,0.515,0.0289,3.74e-06,89.488,0.695,1
8279,Down 4 U,"Irv Gotti Presents The Inc. Featuring Ja Rule, Ashanti, Charli Baltimore & Vita",0.64,0.59,0.32,0.0,83.133,0.519,1
8280,Long Time Gone,Dixie Chicks,0.549,0.693,0.0311,1.75e-06,170.241,0.819,1
8281,Objection (Tango),Shakira,0.602,0.864,0.0661,0.0,179.391,0.71,0
8282,I Do (Wanna Get Close To You),3LW Featuring P. Diddy & Loon,0.836,0.491,0.19,0.0,97.303,0.862,0
8283,Sweetness,Jimmy Eat World,0.487,0.898,0.038,0.0,135.331,0.597,0
8284,Are We Cuttin',Pastor Troy Featuring Ms. Jade,0.747,0.947,0.35,0.000117,120.823,0.675,0
8285,Hot In Herre,Nelly,0.956,0.745,0.12,0.0,107.075,0.912,1
8286,Soak Up The Sun,Sheryl Crow,0.717,0.733,0.0427,0.0,119.996,0.713,1
8287,The Middle,Jimmy Eat World,0.643,0.849,0.0526,0.0,162.152,0.903,1
8288,Where Are You Going,Dave Matthews Band,0.444,0.583,0.0259,0.15,97.492,0.258,1
8289,By The Way,Red Hot Chili Peppers,0.451,0.97,0.107,0.00355,122.444,0.198,1
8290,I Miss My Friend,Darryl Worley,0.554,0.474,0.025,1.67e-05,139.832,0.41,1
8291,When You Lie Next To Me,Kellie Coffey,0.312,0.404,0.0293,0.0,138.425,0.115,0
8292,The Impossible,Joe Nichols,0.617,0.504,0.0295,3.1e-06,77.988,0.197,1
